,airline,dep_time,from,time_taken,stop,arr_time,to,price,class
140003,Air India,13:30,Delhi,15h 45m,1-stop,05:15,Kolkata,"8,206",0.0
140015,Vistara,10:15,Kolkata,23h 40m,1-stop,09:55,Chennai,"13,014",0.0
140018,Vistara,18:45,Kolkata,24h 05m,1-stop,18:50,Bangalore,"9,686",0.0
140024,Air India,09:40,Kolkata,23h 15m,1-stop,08:55,Bangalore,"17,202",0.0
140031,Vistara,06:45,Mumbai,13h 10m,1-stop,19:55,Delhi,"16,653",0.0
140033,Air India,09:45,Delhi,22h 20m,1-stop,08:05,Kolkata,"16,378",0.0
140037,Air India,10:25,Kolkata,37h 00m,2+-stop,23:25,Mumbai,"10,525",0.0
140041,Air India,10:15,Delhi,04h 50m,1-stop,15:05,Mumbai,"11,310",0.0
140046,Indigo,10:05,Chennai,06h 20m,1-stop,16:25,Hyderabad,"11,536",0.0
140048,GO FIRST,19:40,Delhi,12h 05m,1-stop,07:45,Chennai,"4,896",0.0
140049,Vistara,20:55,Mumbai,21h 10m,1-stop,18:05,Kolkata,"19,068",0.0
140053,Indigo,13:55,Kolkata,05h 40m,1-stop,19:35,Bangalore,"4,211",0.0
140062,Vistara,11:30,Mumbai,22h 10m,2+-stop,09:40,Hyderabad,"6,844",0.0
140065,Vistara,17:40,Hyderabad,14h 20m,1-stop,08:00,Mumbai,"4,436",0.0
140066,Vistara,11:30,Mumbai,08h 25m,2+-stop,19:55,Hyderabad,"9,763",0.0
140071,Indigo,17:05,Chennai,06h 40m,1-stop,23:45,Delhi,"8,638",0.0
140084,Vistara,20:35,Kolkata,23h 10m,1-stop,19:45,Delhi,"10,605",0.0
140087,Air India,07:45,Kolkata,12h 20m,2+-stop,20:05,Bangalore,"13,518",0.0
140093,Air India,10:35,Delhi,10h 15m,1-stop,20:50,Bangalore,"7,618",0.0
140096,Air India,15:30,Kolkata,27h 50m,1-stop,19:20,Hyderabad,"6,339",0.0
140097,Vistara,10:45,Chennai,10h 10m,1-stop,20:55,Hyderabad,"17,007",0.0
140098,Vistara,10:20,Delhi,21h 30m,1-stop,07:50,Hyderabad,"8,433",0.0
140103,Indigo,17:35,Kolkata,02h 50m,non-stop,20:25,Mumbai,"9,219",0.0
140119,Vistara,21:05,Chennai,10h 50m,1-stop,07:55,Mumbai,"13,122",0.0
140120,Air India,20:15,Mumbai,19h 00m,1-stop,15:15,Delhi,"4,554",0.0
140122,Vistara,06:20,Mumbai,16h 25m,2+-stop,22:45,Chennai,"16,353",0.0
140141,Vistara,19:55,Bangalore,13h 45m,2+-stop,09:40,Kolkata,"13,662",0.0
140143,Indigo,18:15,Hyderabad,05h 30m,1-stop,23:45,Chennai,"6,753",0.0
140161,Indigo,17:35,Kolkata,06h 50m,1-stop,00:25,Delhi,"4,439",0.0
140163,GO FIRST,20:00,Kolkata,12h 30m,1-stop,08:30,Delhi,"5,241",0.0
140164,Vistara,08:45,Mumbai,11h 30m,1-stop,20:15,Chennai,"13,182",0.0
140176,Indigo,17:40,Delhi,07h 20m,1-stop,01:00,Bangalore,"3,127",0.0
140178,Indigo,11:20,Bangalore,05h 50m,1-stop,17:10,Kolkata,"3,705",0.0
140182,Air India,21:00,Mumbai,19h 45m,1-stop,16:45,Delhi,"18,438",0.0
140188,Indigo,14:55,Mumbai,07h 00m,1-stop,21:55,Kolkata,"3,980",0.0
140192,Vistara,18:40,Delhi,20h 05m,1-stop,14:45,Mumbai,"16,050",0.0
140194,Air India,18:10,Mumbai,20h 20m,1-stop,14:30,Kolkata,"13,608",0.0
140197,Indigo,14:40,Delhi,07h 45m,1-stop,22:25,Kolkata,"8,396",0.0
140206,GO FIRST,14:30,Bangalore,05h 25m,1-stop,19:55,Delhi,"6,299",0.0
140221,Indigo,09:05,Delhi,04h 10m,1-stop,13:15,Mumbai,"12,098",0.0
140223,Vistara,20:35,Kolkata,14h 10m,1-stop,10:45,Bangalore,"6,295",0.0
140228,Indigo,13:35,Hyderabad,04h 00m,1-stop,17:35,Bangalore,"10,968",0.0
140231,Vistara,19:00,Delhi,24h 55m,1-stop,19:55,Kolkata,"7,904",0.0
140235,Air India,20:20,Chennai,14h 10m,1-stop,10:30,Hyderabad,"5,239",0.0
140238,Indigo,14:05,Mumbai,05h 00m,1-stop,19:05,Hyderabad,"12,138",0.0
140248,Air India,19:00,Bangalore,12h 20m,2+-stop,07:20,Chennai,"15,574",0.0
140252,Air India,20:50,Hyderabad,25h 20m,1-stop,22:10,Mumbai,"7,774",0.0
140259,Vistara,06:55,Chennai,08h 05m,1-stop,15:00,Mumbai,"14,014",0.0
140268,Indigo,09:05,Chennai,10h 35m,2+-stop,19:40,Kolkata,"2,412",0.0
140273,Air India,17:15,Kolkata,17h 00m,1-stop,10:15,Delhi,"13,405",0.0
140278,Air India,06:30,Bangalore,15h 05m,2+-stop,21:35,Mumbai,"12,007",0.0
140282,Air India,22:15,Hyderabad,12h 40m,1-stop,10:55,Chennai,"4,128",0.0
140283,Air India,08:00,Mumbai,24h 05m,1-stop,08:05,Kolkata,"8,100",0.0
140293,Air India,08:30,Chennai,13h 05m,1-stop,21:35,Mumbai,"12,197",0.0
140304,Vistara,09:05,Mumbai,11h 10m,2+-stop,20:15,Chennai,"26,733",0.0
140306,Vistara,21:40,Bangalore,18h 40m,1-stop,16:20,Delhi,"12,499",0.0
140309,Air India,10:25,Bangalore,08h 45m,2+-stop,19:10,Kolkata,"15,259",0.0
140311,Indigo,15:00,Delhi,08h 30m,1-stop,23:30,Bangalore,"4,007",0.0
140315,Vistara,19:50,Delhi,26h 00m,1-stop,21:50,Mumbai,"14,040",0.0
140322,Indigo,23:35,Delhi,09h 30m,1-stop,09:05,Kolkata,"6,932",0.0
140327,Air India,16:05,Chennai,30h 10m,1-stop,22:15,Bangalore,"17,958",0.0
140332,Air India,13:50,Kolkata,25h 20m,1-stop,15:10,Delhi,"15,142",0.0
140335,Vistara,18:50,Bangalore,13h 05m,1-stop,07:55,Mumbai,"11,205",0.0
140344,Vistara,18:30,Mumbai,15h 05m,1-stop,09:35,Kolkata,"12,557",0.0
140359,Vistara,09:45,Chennai,08h 20m,1-stop,18:05,Kolkata,"17,054",0.0
140369,Indigo,11:15,Mumbai,05h 05m,1-stop,16:20,Chennai,"7,310",0.0
140370,Vistara,07:10,Kolkata,10h 30m,1-stop,17:40,Mumbai,"11,675",0.0
140374,Indigo,17:50,Chennai,07h 40m,1-stop,01:30,Kolkata,"12,807",0.0
140375,Indigo,09:35,Delhi,02h 20m,non-stop,11:55,Hyderabad,"4,695",0.0
140376,Vistara,17:40,Hyderabad,17h 10m,1-stop,10:50,Bangalore,"12,033",0.0
140379,Air India,08:15,Mumbai,24h 40m,1-stop,08:55,Delhi,"11,971",0.0
140383,Air India,07:00,Kolkata,12h 00m,1-stop,19:00,Chennai,"6,650",0.0
140385,GO FIRST,10:50,Delhi,08h 50m,1-stop,19:40,Mumbai,"7,036",0.0
140391,Air India,14:55,Chennai,08h 50m,1-stop,23:45,Delhi,"21,213",0.0
140398,Vistara,07:55,Bangalore,25h 05m,1-stop,09:00,Delhi,"10,639",0.0
140409,Air India,20:50,Hyderabad,12h 10m,1-stop,09:00,Kolkata,"9,591",0.0
140424,Vistara,10:20,Hyderabad,12h 25m,1-stop,22:45,Chennai,"4,260",0.0
140431,Indigo,10:45,Mumbai,04h 20m,1-stop,15:05,Chennai,"10,983",0.0
140432,Indigo,06:50,Kolkata,08h 15m,1-stop,15:05,Chennai,"4,796",0.0
140437,Vistara,21:05,Chennai,17h 55m,1-stop,15:00,Mumbai,"10,503",0.0
140442,Air India,08:15,Chennai,09h 10m,1-stop,17:25,Mumbai,"12,183",0.0
140446,Indigo,06:10,Bangalore,06h 05m,1-stop,12:15,Mumbai,"4,819",0.0
140458,Air India,21:00,Mumbai,19h 45m,1-stop,16:45,Delhi,"13,388",0.0
140464,Air India,17:50,Bangalore,15h 05m,1-stop,08:55,Chennai,"7,284",0.0
140466,Indigo,06:55,Mumbai,05h 35m,1-stop,12:30,Chennai,"2,832",0.0
140472,Vistara,06:20,Mumbai,10h 00m,2+-stop,16:20,Chennai,"15,014",0.0
140481,Air India,13:05,Hyderabad,09h 40m,1-stop,22:45,Delhi,"5,118",0.0
140488,Air India,13:00,Hyderabad,20h 05m,1-stop,09:05,Mumbai,"4,783",0.0
140495,Vistara,21:35,Hyderabad,20h 30m,1-stop,18:05,Delhi,"11,593",0.0
140498,Air India,06:20,Chennai,33h 55m,1-stop,16:15,Delhi,"8,650",0.0
140500,Air India,06:30,Bangalore,17h 25m,1-stop,23:55,Mumbai,"4,329",0.0
140514,Indigo,18:10,Chennai,06h 30m,1-stop,00:40,Mumbai,"15,385",0.0
140518,Vistara,20:35,Kolkata,12h 15m,1-stop,08:50,Bangalore,"18,669",0.0
140532,Vistara,10:15,Kolkata,22h 35m,2+-stop,08:50,Chennai,"20,799",0.0
140534,GO FIRST,05:00,Mumbai,10h 40m,1-stop,15:40,Hyderabad,"8,632",0.0
140536,Air India,09:50,Delhi,07h 15m,1-stop,17:05,Mumbai,"22,755",0.0
140537,Indigo,11:40,Bangalore,09h 40m,1-stop,21:20,Delhi,"15,046",0.0
140545,Vistara,06:00,Mumbai,13h 35m,1-stop,19:35,Kolkata,"14,868",0.0
140556,Vistara,20:40,Delhi,15h 35m,1-stop,12:15,Hyderabad,"8,433",0.0
140558,Vistara,07:30,Delhi,12h 25m,2+-stop,19:55,Kolkata,"15,412",0.0
140560,Air India,19:00,Bangalore,37h 00m,2+-stop,08:00,Chennai,"12,004",0.0
140564,Air India,10:55,Delhi,05h 40m,1-stop,16:35,Mumbai,"9,935",0.0
140568,Indigo,14:50,Bangalore,03h 20m,1-stop,18:10,Hyderabad,"2,785",0.0
140569,Vistara,07:30,Delhi,12h 25m,2+-stop,19:55,Chennai,"11,109",0.0
140574,Air India,19:00,Mumbai,27h 20m,1-stop,22:20,Kolkata,"4,556",0.0
140575,Vistara,18:30,Mumbai,15h 10m,1-stop,09:40,Hyderabad,"11,129",0.0
140578,Air India,07:45,Kolkata,07h 45m,1-stop,15:30,Delhi,"5,415",0.0
140580,Indigo,16:20,Bangalore,08h 45m,1-stop,01:05,Delhi,"10,586",0.0
140586,Vistara,19:55,Bangalore,14h 05m,1-stop,10:00,Mumbai,"4,192",0.0
140590,Vistara,19:10,Mumbai,14h 30m,1-stop,09:40,Delhi,"12,138",0.0
140602,Air India,17:45,Mumbai,15h 10m,2+-stop,08:55,Bangalore,"9,592",0.0
140605,Air India,20:00,Delhi,16h 10m,1-stop,12:10,Kolkata,"5,805",0.0
140608,Indigo,11:20,Bangalore,04h 15m,1-stop,15:35,Kolkata,"8,853",0.0
140613,Air India,19:20,Mumbai,24h 00m,2+-stop,19:20,Hyderabad,"6,774",0.0
140614,Air India,16:55,Delhi,18h 05m,2+-stop,11:00,Chennai,"18,493",0.0
140618,Vistara,06:55,Chennai,26h 40m,1-stop,09:35,Kolkata,"13,122",0.0
140623,Air India,09:00,Delhi,26h 10m,1-stop,11:10,Bangalore,"7,709",0.0
140624,Indigo,06:55,Mumbai,05h 05m,1-stop,12:00,Chennai,"9,041",0.0
140626,Air India,06:30,Bangalore,10h 55m,1-stop,17:25,Mumbai,"5,565",0.0
140633,Indigo,09:20,Bangalore,06h 45m,1-stop,16:05,Delhi,"12,818",0.0
140636,Air India,06:30,Hyderabad,17h 40m,1-stop,00:10,Bangalore,"7,650",0.0
140637,Vistara,10:15,Kolkata,33h 40m,2+-stop,19:55,Chennai,"16,835",0.0
140647,Vistara,15:55,Delhi,21h 05m,1-stop,13:00,Mumbai,"13,830",0.0
140650,Air India,06:10,Chennai,35h 25m,2+-stop,17:35,Hyderabad,"12,304",0.0
140655,Air India,11:00,Hyderabad,26h 00m,1-stop,13:00,Delhi,"6,128",0.0
140668,Vistara,21:50,Delhi,10h 00m,1-stop,07:50,Bangalore,"10,785",0.0
140677,Air India,21:00,Bangalore,20h 35m,1-stop,17:35,Hyderabad,"12,440",0.0
140678,Air India,07:00,Kolkata,09h 15m,1-stop,16:15,Bangalore,"13,944",0.0
140687,Indigo,09:00,Chennai,08h 45m,1-stop,17:45,Kolkata,"6,412",0.0
140690,Vistara,06:50,Hyderabad,11h 15m,1-stop,18:05,Kolkata,"11,319",0.0
140691,Air India,11:20,Chennai,09h 30m,1-stop,20:50,Bangalore,"19,580",0.0
140693,Air India,06:10,Chennai,13h 00m,1-stop,19:10,Kolkata,"4,784",0.0
140707,Vistara,06:20,Mumbai,16h 30m,1-stop,22:50,Delhi,"4,488",0.0
140712,Air India,21:10,Delhi,02h 25m,non-stop,23:35,Hyderabad,"4,275",0.0
140723,Air India,09:50,Delhi,28h 05m,1-stop,13:55,Kolkata,"12,780",0.0
140724,Air India,11:10,Mumbai,12h 25m,2+-stop,23:35,Hyderabad,"6,167",0.0
140725,Air India,16:50,Delhi,25h 05m,1-stop,17:55,Bangalore,"11,783",0.0
140730,Air India,11:20,Hyderabad,23h 50m,2+-stop,11:10,Bangalore,"16,311",0.0
140733,Indigo,13:50,Hyderabad,04h 55m,1-stop,18:45,Delhi,"11,646",0.0
140745,Air India,09:50,Delhi,24h 05m,1-stop,09:55,Hyderabad,"4,811",0.0
140748,Air India,05:35,Delhi,15h 10m,1-stop,20:45,Mumbai,"4,863",0.0
140750,Air India,18:50,Bangalore,21h 10m,1-stop,16:00,Kolkata,"3,489",0.0
140753,Air India,06:30,Hyderabad,13h 20m,1-stop,19:50,Delhi,"5,409",0.0
140758,Vistara,12:55,Hyderabad,11h 15m,1-stop,00:10,Delhi,"10,438",0.0
140760,Indigo,13:35,Hyderabad,08h 15m,1-stop,21:50,Delhi,"4,536",0.0
140763,Indigo,10:15,Delhi,07h 40m,1-stop,17:55,Mumbai,"5,955",0.0
140769,Vistara,07:30,Delhi,12h 25m,1-stop,19:55,Chennai,"6,582",0.0
140774,Air India,06:00,Hyderabad,14h 50m,1-stop,20:50,Bangalore,"5,544",0.0
140777,GO FIRST,19:30,Mumbai,11h 35m,1-stop,07:05,Delhi,"5,193",0.0
140786,Indigo,12:20,Mumbai,07h 30m,1-stop,19:50,Kolkata,"5,125",0.0
140791,Indigo,09:00,Chennai,11h 45m,1-stop,20:45,Delhi,"9,169",0.0
140794,Air India,12:20,Delhi,25h 15m,1-stop,13:35,Mumbai,"13,506",0.0
140795,Air India,06:30,Bangalore,13h 30m,2+-stop,20:00,Mumbai,"12,007",0.0
140798,Indigo,12:55,Delhi,06h 20m,1-stop,19:15,Kolkata,"5,027",0.0
140803,Vistara,10:15,Kolkata,11h 00m,1-stop,21:15,Mumbai,"10,425",0.0
140814,Air India,18:00,Mumbai,14h 05m,1-stop,08:05,Kolkata,"7,365",0.0
140816,Vistara,14:15,Delhi,18h 00m,1-stop,08:15,Mumbai,"12,990",0.0
140826,Air India,08:00,Mumbai,24h 55m,1-stop,08:55,Bangalore,"6,502",0.0
140829,Vistara,18:25,Bangalore,25h 25m,1-stop,19:50,Delhi,"13,403",0.0
140831,Vistara,20:55,Mumbai,23h 00m,1-stop,19:55,Hyderabad,"12,557",0.0
140833,Air India,19:00,Kolkata,15h 25m,1-stop,10:25,Bangalore,"4,683",0.0
140835,Vistara,06:55,Chennai,09h 05m,2+-stop,16:00,Bangalore,"13,259",0.0
140838,Indigo,07:45,Mumbai,02h 05m,non-stop,09:50,Delhi,"6,521",0.0
140853,Air India,21:00,Bangalore,17h 30m,1-stop,14:30,Kolkata,"15,994",0.0
140860,GO FIRST,10:00,Kolkata,10h 20m,1-stop,20:20,Delhi,"6,488",0.0
140864,Indigo,07:05,Mumbai,02h 15m,non-stop,09:20,Delhi,"6,521",0.0
140870,Vistara,12:30,Chennai,19h 20m,1-stop,07:50,Hyderabad,"5,732",0.0
140878,GO FIRST,10:50,Delhi,07h 30m,1-stop,18:20,Mumbai,"8,686",0.0
140888,Air India,04:55,Delhi,18h 45m,2+-stop,23:40,Kolkata,"9,181",0.0
140893,Vistara,17:40,Hyderabad,05h 10m,1-stop,22:50,Mumbai,"4,961",0.0
140895,Air India,12:00,Mumbai,32h 05m,2+-stop,20:05,Bangalore,"9,051",0.0
140896,Indigo,14:45,Bangalore,05h 10m,1-stop,19:55,Delhi,"9,798",0.0
140904,Air India,06:40,Bangalore,14h 50m,1-stop,21:30,Delhi,"12,372",0.0
140908,GO FIRST,09:15,Bangalore,08h 45m,1-stop,18:00,Delhi,"7,303",0.0
140910,Vistara,10:45,Chennai,10h 10m,1-stop,20:55,Hyderabad,"19,416",0.0
140916,Indigo,19:55,Kolkata,10h 00m,1-stop,05:55,Mumbai,"4,515",0.0
140920,Air India,19:00,Delhi,20h 50m,1-stop,15:50,Mumbai,"8,160",0.0
140936,Vistara,21:05,Chennai,24h 55m,1-stop,22:00,Mumbai,"11,783",0.0
140944,Indigo,09:15,Delhi,07h 45m,1-stop,17:00,Hyderabad,"9,578",0.0
140946,Vistara,13:25,Hyderabad,20h 10m,1-stop,09:35,Kolkata,"11,319",0.0
140963,Indigo,08:45,Bangalore,05h 50m,1-stop,14:35,Kolkata,"4,194",0.0
140977,Indigo,17:15,Hyderabad,06h 30m,1-stop,23:45,Kolkata,"4,747",0.0
140980,Vistara,11:30,Bangalore,25h 05m,2+-stop,12:35,Hyderabad,"16,420",0.0
140982,Indigo,18:30,Delhi,04h 55m,1-stop,23:25,Mumbai,"9,861",0.0
140988,Air India,06:30,Hyderabad,29h 40m,1-stop,12:10,Kolkata,"6,627",0.0
140993,Indigo,07:00,Hyderabad,02h 15m,non-stop,09:15,Delhi,"4,873",0.0
140995,Air India,15:15,Bangalore,19h 40m,2+-stop,10:55,Chennai,"25,759",0.0
141002,Indigo,13:10,Mumbai,09h 15m,1-stop,22:25,Bangalore,"5,560",0.0
141013,Indigo,17:30,Mumbai,06h 40m,1-stop,00:10,Kolkata,"11,666",0.0
141015,Indigo,17:30,Mumbai,06h 50m,1-stop,00:20,Delhi,"8,885",0.0
141018,Vistara,09:45,Chennai,23h 05m,1-stop,08:50,Bangalore,"14,021",0.0
141027,Vistara,20:30,Chennai,23h 05m,1-stop,19:35,Kolkata,"16,917",0.0
141033,GO FIRST,09:00,Mumbai,11h 20m,1-stop,20:20,Delhi,"13,601",0.0
141035,Air India,14:55,Chennai,25h 00m,1-stop,15:55,Delhi,"11,557",0.0
141045,Vistara,17:35,Kolkata,06h 35m,1-stop,00:10,Delhi,"13,944",0.0
141051,GO FIRST,06:05,Mumbai,11h 55m,1-stop,18:00,Kolkata,"7,077",0.0
141054,Vistara,17:10,Chennai,29h 30m,1-stop,22:40,Bangalore,"20,898",0.0
141057,Vistara,12:45,Bangalore,11h 55m,1-stop,00:40,Delhi,"11,794",0.0
141059,Air India,12:55,Delhi,06h 20m,1-stop,19:15,Mumbai,"12,298",0.0
141066,Indigo,05:30,Mumbai,07h 50m,1-stop,13:20,Kolkata,"11,456",0.0
141069,Air India,09:45,Delhi,14h 10m,1-stop,23:55,Mumbai,"5,931",0.0
141086,Vistara,10:45,Chennai,08h 05m,2+-stop,18:50,Bangalore,"7,487",0.0
141092,Indigo,09:50,Bangalore,05h 50m,1-stop,15:40,Mumbai,"6,548",0.0
141104,Air India,06:10,Delhi,07h 20m,1-stop,13:30,Kolkata,"6,946",0.0
141105,Indigo,18:30,Kolkata,05h 40m,1-stop,00:10,Delhi,"5,704",0.0
141111,Air India,09:50,Mumbai,10h 15m,1-stop,20:05,Kolkata,"11,521",0.0
141115,Indigo,19:20,Kolkata,06h 05m,1-stop,01:25,Hyderabad,"5,511",0.0
141124,Air India,11:35,Kolkata,12h 20m,1-stop,23:55,Delhi,"4,767",0.0
141142,Vistara,13:30,Delhi,09h 05m,1-stop,22:35,Mumbai,"13,200",0.0
141146,Vistara,12:15,Mumbai,07h 20m,2+-stop,19:35,Kolkata,"8,828",0.0
141147,Indigo,10:15,Kolkata,07h 20m,1-stop,17:35,Hyderabad,"4,367",0.0
141152,Air India,19:05,Mumbai,26h 00m,1-stop,21:05,Hyderabad,"8,516",0.0
141156,Air India,11:00,Delhi,27h 20m,1-stop,14:20,Bangalore,"16,665",0.0
141160,Indigo,14:05,Hyderabad,06h 10m,1-stop,20:15,Kolkata,"6,723",0.0
141161,Vistara,07:10,Kolkata,14h 25m,1-stop,21:35,Mumbai,"28,172",0.0
141163,Vistara,06:00,Mumbai,13h 35m,1-stop,19:35,Kolkata,"15,806",0.0
141164,Indigo,20:10,Bangalore,03h 00m,non-stop,23:10,Delhi,"4,653",0.0
141166,Indigo,04:00,Kolkata,06h 25m,1-stop,10:25,Delhi,"7,177",0.0
141208,Indigo,12:45,Delhi,08h 00m,1-stop,20:45,Mumbai,"11,326",0.0
141216,Air India,06:10,Chennai,26h 40m,1-stop,08:50,Kolkata,"30,558",0.0
141220,Indigo,09:25,Delhi,06h 15m,1-stop,15:40,Bangalore,"5,090",0.0
141229,Vistara,10:45,Chennai,07h 20m,1-stop,18:05,Kolkata,"11,783",0.0
141233,Vistara,17:30,Delhi,02h 05m,non-stop,19:35,Kolkata,"12,780",0.0
141238,Air India,09:50,Mumbai,33h 50m,2+-stop,19:40,Chennai,"18,398",0.0
141250,Air India,19:20,Mumbai,29h 10m,2+-stop,00:30,Bangalore,"13,234",0.0
141252,Air India,13:15,Hyderabad,10h 55m,1-stop,00:10,Mumbai,"5,493",0.0
141261,Indigo,12:55,Delhi,07h 50m,1-stop,20:45,Bangalore,"5,777",0.0
141262,Vistara,07:30,Delhi,12h 50m,1-stop,20:20,Mumbai,"9,381",0.0
141264,Vistara,07:10,Kolkata,15h 30m,1-stop,22:40,Bangalore,"14,620",0.0
141268,Air India,06:30,Bangalore,24h 40m,1-stop,07:10,Mumbai,"3,699",0.0
141270,Vistara,10:25,Kolkata,12h 30m,2+-stop,22:55,Hyderabad,"9,135",0.0
141272,Indigo,13:40,Hyderabad,02h 25m,non-stop,16:05,Delhi,"4,453",0.0
141279,Indigo,09:40,Bangalore,05h 05m,1-stop,14:45,Mumbai,"6,548",0.0
141281,Indigo,11:30,Mumbai,04h 15m,1-stop,15:45,Hyderabad,"7,886",0.0
141291,Vistara,06:50,Hyderabad,05h 45m,1-stop,12:35,Mumbai,"4,731",0.0
141292,Indigo,13:45,Mumbai,03h 50m,1-stop,17:35,Delhi,"4,342",0.0
141294,Indigo,14:30,Chennai,04h 05m,1-stop,18:35,Mumbai,"9,190",0.0
141297,Indigo,01:15,Kolkata,07h 45m,1-stop,09:00,Hyderabad,"4,367",0.0
141300,Air India,17:15,Kolkata,25h 15m,1-stop,18:30,Bangalore,"7,352",0.0
141303,Indigo,06:35,Chennai,05h 40m,1-stop,12:15,Mumbai,"4,027",0.0
141315,Air India,06:00,Hyderabad,11h 05m,1-stop,17:05,Chennai,"6,747",0.0
141320,Vistara,17:10,Chennai,16h 30m,1-stop,09:40,Hyderabad,"12,408",0.0
141325,Indigo,15:30,Delhi,05h 25m,1-stop,20:55,Kolkata,"8,885",0.0
141332,Indigo,15:45,Chennai,06h 55m,1-stop,22:40,Kolkata,"3,219",0.0
141333,Indigo,16:25,Mumbai,05h 35m,1-stop,22:00,Kolkata,"16,443",0.0
141336,Vistara,21:10,Bangalore,20h 55m,1-stop,18:05,Kolkata,"12,359",0.0
141345,Air India,20:55,Mumbai,21h 05m,1-stop,18:00,Delhi,"6,884",0.0
141347,Air India,06:20,Chennai,41h 05m,1-stop,23:25,Delhi,"5,601",0.0
141349,Vistara,17:10,Chennai,15h 30m,1-stop,08:40,Bangalore,"15,531",0.0
141354,Vistara,07:00,Mumbai,07h 10m,1-stop,14:10,Delhi,"18,018",0.0
141358,Indigo,07:20,Delhi,08h 45m,1-stop,16:05,Mumbai,"3,604",0.0
141361,Indigo,05:40,Hyderabad,08h 45m,1-stop,14:25,Mumbai,"10,286",0.0
141388,Indigo,13:55,Kolkata,06h 10m,1-stop,20:05,Chennai,"5,704",0.0
141392,Indigo,06:05,Mumbai,08h 10m,1-stop,14:15,Kolkata,"6,069",0.0
141398,Vistara,09:30,Bangalore,05h 00m,1-stop,14:30,Delhi,"17,517",0.0
141399,Air India,13:00,Kolkata,06h 10m,1-stop,19:10,Bangalore,"12,400",0.0
141404,Vistara,07:05,Delhi,25h 45m,1-stop,08:50,Bangalore,"3,357",0.0
141408,Vistara,10:15,Kolkata,10h 00m,1-stop,20:15,Chennai,"11,853",0.0
141410,Vistara,18:30,Mumbai,25h 45m,1-stop,20:15,Chennai,"11,843",0.0
141411,Vistara,10:20,Hyderabad,09h 45m,1-stop,20:05,Mumbai,"15,268",0.0
141419,Indigo,06:35,Chennai,05h 40m,1-stop,12:15,Mumbai,"18,640",0.0
141422,GO FIRST,11:30,Delhi,10h 35m,1-stop,22:05,Bangalore,"20,025",0.0
141425,Air India,13:00,Kolkata,21h 55m,1-stop,10:55,Chennai,"5,498",0.0
141442,Air India,12:50,Bangalore,29h 00m,1-stop,17:50,Mumbai,"6,721",0.0
141446,Indigo,11:40,Bangalore,09h 40m,1-stop,21:20,Delhi,"7,488",0.0
141457,Vistara,06:45,Mumbai,10h 15m,2+-stop,17:00,Bangalore,"19,077",0.0
141473,Vistara,16:05,Mumbai,24h 25m,1-stop,16:30,Delhi,"11,823",0.0
141477,Indigo,10:05,Bangalore,06h 20m,1-stop,16:25,Delhi,"10,743",0.0
141481,Vistara,20:25,Kolkata,16h 10m,1-stop,12:35,Mumbai,"12,210",0.0
141482,Indigo,21:30,Hyderabad,02h 15m,non-stop,23:45,Delhi,"6,868",0.0
141493,GO FIRST,08:20,Kolkata,09h 35m,1-stop,17:55,Bangalore,"10,483",0.0
141516,Air India,13:15,Hyderabad,09h 15m,1-stop,22:30,Bangalore,"7,797",0.0
141519,Air India,09:30,Mumbai,10h 50m,1-stop,20:20,Delhi,"6,169",0.0
141527,Indigo,13:45,Hyderabad,05h 00m,1-stop,18:45,Delhi,"16,213",0.0
141549,Vistara,14:40,Mumbai,18h 55m,1-stop,09:35,Kolkata,"9,764",0.0
141551,Vistara,19:45,Mumbai,21h 15m,1-stop,17:00,Bangalore,"13,182",0.0
141553,Indigo,11:10,Chennai,02h 25m,non-stop,13:35,Delhi,"18,563",0.0
141556,Indigo,19:50,Kolkata,02h 50m,non-stop,22:40,Bangalore,"7,013",0.0
141561,Air India,08:00,Mumbai,16h 10m,1-stop,00:10,Bangalore,"6,397",0.0
141563,Indigo,05:30,Delhi,05h 30m,1-stop,11:00,Hyderabad,"16,613",0.0
141565,Vistara,19:50,Delhi,13h 15m,1-stop,09:05,Hyderabad,"6,412",0.0
141570,Indigo,01:15,Kolkata,02h 30m,non-stop,03:45,Delhi,"4,389",0.0
141574,Vistara,20:25,Kolkata,11h 30m,1-stop,07:55,Mumbai,"10,604",0.0
141581,Vistara,15:20,Kolkata,07h 35m,1-stop,22:55,Hyderabad,"12,210",0.0
141586,Vistara,07:10,Kolkata,11h 10m,1-stop,18:20,Mumbai,"9,203",0.0
141591,Vistara,12:55,Hyderabad,09h 55m,1-stop,22:50,Bangalore,"4,892",0.0
141592,Vistara,20:30,Chennai,14h 30m,1-stop,11:00,Delhi,"5,921",0.0
141595,Air India,20:50,Hyderabad,12h 10m,1-stop,09:00,Kolkata,"21,988",0.0
141599,GO FIRST,15:00,Delhi,16h 00m,1-stop,07:00,Kolkata,"5,954",0.0
141604,Vistara,11:30,Mumbai,08h 05m,2+-stop,19:35,Kolkata,"25,718",0.0
141606,Air India,19:00,Delhi,20h 50m,1-stop,15:50,Mumbai,"7,604",0.0
141612,Indigo,13:45,Mumbai,08h 45m,1-stop,22:30,Kolkata,"11,498",0.0
141615,Vistara,18:30,Mumbai,14h 05m,1-stop,08:35,Kolkata,"14,763",0.0
141619,Vistara,08:30,Bangalore,32h 00m,1-stop,16:30,Delhi,"12,339",0.0
